word,log_odds
audio,-0.2158430057549108
tvs,-0.2143995888852422
maximum,-0.2143995888852422
credible,-0.2143995888852422
downfall,-0.2143995888852422
continually,-0.214399588885242
tactics,-0.214399588885242
obscure,-0.214399588885242
pity,-0.21356878261932866
believing,-0.21298031179990773
degree,-0.21259734625125662
worn,-0.21220203318099623
authors,-0.2119313332944923
resident,-0.2119313332944923
couch,-0.2119313332944923
items,-0.2119313332944923
uncomfortable,-0.21176933284057006
screenplay,-0.21135095736950998
entirely,-0.21074424996102814
filmi,-0.21048453888185903
gone,-0.21003578618270158
sure,-0.20963167671386296
chases,-0.209533833713426
drinks,-0.209533833713426
users,-0.20886140534381203
quality,-0.20824258809518909
filthy,-0.20797331972580924
allow,-0.20761042322260306
sleazy,-0.20761042322260306
urge,-0.207413158569135
statement,-0.20709478826200878
credit,-0.20700286075069044
fights,-0.20613925558050178
audience,-0.20613390629216377
slave,-0.2059380101370459
ive,-0.20541610480359393
writerdirector,-0.2049392596361759
improbable,-0.2049392596361759
wholly,-0.2049392596361757
doubt,-0.2040724507233472
wed,-0.20395280145012634
literally,-0.20387440902253148
stopping,-0.20367318229218356
punch,-0.20337818279399011
matters,-0.20302052675475157
near,-0.20300203362812566
hard,-0.20284663190492352
comedians,-0.2020158644294097
rolls,-0.2020158644294097
resulting,-0.2020158644294097
reasons,-0.2019218195781076
scene,-0.20186495227520151
press,-0.2015755485276584
horrific,-0.20059378936021174
creators,-0.19999216506421655
gave,-0.19878414827114865
convinced,-0.19818400283838267
iron,-0.1979490681046479
associated,-0.19772084773861162
corrupt,-0.1976313755043502
need,-0.19717404631281343
rolled,-0.19647768088797976
fires,-0.19647768088797976
survivors,-0.1964776808879796
couples,-0.1964776808879794
bizarre,-0.19615775738275712
lewis,-0.1958126912284121
delivered,-0.1958126912284121
fast,-0.19579377708712356
laughed,-0.19566005828695748
thousand,-0.19541648551766902
clear,-0.19529948969069846
jacket,-0.19422170694761168
exploding,-0.1938522114811563
bills,-0.1938522114811563
duration,-0.1938522114811563
field,-0.19356608546807655
standards,-0.1926885912748654
orders,-0.19222820788662184
yellow,-0.19222820788662184
respectable,-0.1920317758567874
figure,-0.19181630351811668
sketch,-0.19131597577220086
expose,-0.19131597577220086
pull,-0.19007990968982902
appeal,-0.18922698297118976
hes,-0.1890948427230132
appearing,-0.18886449677810443
wildly,-0.18886449677810443
global,-0.18886449677810443
carlos,-0.18783876261410704
pan,-0.18783876261410704
loaded,-0.18707898288573013
edgy,-0.18533712328277932
lead,-0.185039702198471
weaker,-0.1846522454911901
quick,-0.184564359344479
firing,-0.184199351109543
resolved,-0.1819781111928646
away,-0.1815580209108286
flashback,-0.1812109242346692
resemblance,-0.18053613701895813
namely,-0.18053613701895813
stevens,-0.18053613701895813
directions,-0.18012968680049612
tied,-0.17998955809941064
risk,-0.17922399955616733
borrowed,-0.1791241141377114
go,-0.1789665833791632
prevent,-0.17849193541461714
filmmaking,-0.17815302267489913
wore,-0.17774111830639372
temple,-0.17774111830639372
accidentally,-0.17706022706073912
breed,-0.1769248834665793
talked,-0.17672238574136936
alternate,-0.17657812345027485
drinking,-0.17611859325340073
funny,-0.17599049754086724
fist,-0.17571912072118248
person,-0.17563132816709368
package,-0.17487122469860453
ashley,-0.17453512800730278
lois,-0.17453512800730278
j,-0.17453512800730261
nuclear,-0.17453512800730261
cause,-0.1740873255733994
leigh,-0.17320790156513236
motives,-0.17248219981900123
cool,-0.17230825539620923
indie,-0.17223013464130243
afterwards,-0.17223013464130224
medieval,-0.17223013464130224
sympathize,-0.17223013464130224
goes,-0.1722082628669961
excitement,-0.17196432256484534
homage,-0.17185389391915717
latin,-0.17185389391915717
taste,-0.1715000257993591
opened,-0.17000546952678877
girl,-0.17000546952678858
starred,-0.17000546952678858
comical,-0.17000546952678858
buck,-0.17000546952678858
alcoholic,-0.17000546952678858
heavens,-0.17000546952678858
manipulative,-0.17000546952678858
shes,-0.16954012905864124
translation,-0.16880272244513142
traffic,-0.16846330471838308
despicable,-0.16785700294821196
probably,-0.16739847792130774
drive,-0.1667028468539456
posted,-0.16646511182153995
merits,-0.16646511182153995
sentiment,-0.1657808836650632
slip,-0.1657808836650632
wes,-0.16548998840429577
construction,-0.16548998840429577
much,-0.16544379629540212
repeated,-0.16510429262846832
mad,-0.16502024936638227
ignorance,-0.16476882116064145
ie,-0.16476882116064145
rather,-0.16474570086254736
gangs,-0.163773515815274
anymore,-0.16362185273593433
crew,-0.16336519363864663
matrix,-0.16311908394154873
reached,-0.16311908394154873
dog,-0.1627775233415499
conversations,-0.16204418382410588
sell,-0.16193216899110646
fairly,-0.16151400863314916
defend,-0.16128825242567987
demand,-0.16128825242567987
overthetop,-0.16057165236580095
boots,-0.15995180486286562
written,-0.15986854924112745
teenagers,-0.15903435170578545
teen,-0.1589333120278446
another,-0.15858529276364555
stealing,-0.15843077674001546
belongs,-0.1582944870000917
grounds,-0.15768519789092075
says,-0.1573541322231178
causes,-0.15717472019229203
theatre,-0.15694931670134224
winds,-0.15550589983167357
sleeps,-0.15550589983167357
causing,-0.15503296259062838
people,-0.15458876887922549
rude,-0.1540990786174279
definition,-0.1540990786174279
lone,-0.15382198363129052
license,-0.15340895899609389
portion,-0.15253433330038274
briefly,-0.15218840474318301
executive,-0.15138979135944178
arc,-0.15138979135944178
wakes,-0.1513897913594416
thread,-0.1513897913594416
afraid,-0.15104625164097366
depressing,-0.15086393203490656
mile,-0.1504080321919948
victim,-0.15022820108663376
letting,-0.1499677162902437
tons,-0.14965682413498615
sitcom,-0.1494441470444723
use,-0.14924897624500527
suspicious,-0.1488112472576654
ignored,-0.1488112472576654
avoiding,-0.147568080407033
bottle,-0.14704432108347723
venture,-0.14683630507260756
casting,-0.14628940055298123
contribute,-0.14575792328011117
group,-0.14536681496392911
claimed,-0.14516858706240293
next,-0.14515839843017206
suggest,-0.1442858211209141
valuable,-0.14401026099384412
harrison,-0.14401026099384412
decline,-0.14401026099384395
immortal,-0.14401026099384395
disguised,-0.14401026099384395
bought,-0.14356900237566508
clips,-0.14332797436921496
watch,-0.14327747679014063
hindi,-0.14265498138183308
fancy,-0.1423219108410744
end,-0.14225631696934785
tall,-0.14068990270223283
sandler,-0.14068990270223283
jesse,-0.14068990270223283
staged,-0.14023357024836067
aside,-0.1399213729259657
bank,-0.13963182048326966
beating,-0.13911146158100487
meaningful,-0.13825673376354658
holiday,-0.1375839918344111
religious,-0.13726868311478888
gotten,-0.13723172836278202
deranged,-0.13639707688396893
believed,-0.13610506290849814
staying,-0.13507713622383624
described,-0.13486082390003515
healthy,-0.13467239641450793
rooms,-0.133741925540017
junior,-0.133741925540017
doll,-0.1334795935016745
stan,-0.13328385440078572
poison,-0.13328385440078572
students,-0.13310588671525928
miles,-0.13229246623434698
channels,-0.13193742869326897
site,-0.13118622063626037
report,-0.13106227243902024
elephant,-0.13088933926040297
acts,-0.13035242260333546
holding,-0.13020446146881356
worked,-0.1299222901263445
visions,-0.1293634850294428
heels,-0.1285388522314044
basis,-0.12799794300521306
directly,-0.12780297104182575
unable,-0.12727489249544233
dramatically,-0.1269367476349028
apply,-0.1269367476349028
atlantis,-0.12693674763490265
argue,-0.12693674763490265
prostitute,-0.1261583850366378
owned,-0.12577468954477783
ghetto,-0.12539458282649732
mobile,-0.12539458282649732
rate,-0.1251252474311683
jones,-0.12505210328995967
forgive,-0.12496450530329765
turn,-0.12486521172714057
produced,-0.12480440280563056
dislike,-0.12409175550629771
godfather,-0.12370127859350488
sword,-0.12354615843412842
locked,-0.1224770994442029
stumble,-0.12247709944420272
fade,-0.12247709944420272
directors,-0.12139195833182541
numerous,-0.12129018449376039
avid,-0.12109586904584208
warden,-0.12109586904584208
demonstrate,-0.12109586904584208
capable,-0.12075817270577839
student,-0.12074048167099681
level,-0.12064626792833356
critic,-0.12042344067622818
blowing,-0.12002562045010634
photo,-0.11943664512415174
hand,-0.1188420334890366
assure,-0.11847516888670644
trouble,-0.117872665206666
industry,-0.11781119938466443
objects,-0.11753804963265303
fluff,-0.11723092987824393
wall,-0.11698708722729752
nearly,-0.11686905122470448
nightmare,-0.11602784846796378
pirates,-0.11602784846796378
complaining,-0.11573327061275149
rule,-0.11563561636416853
commit,-0.11544110879707323
express,-0.11524766185631068
depths,-0.11373724988004347
model,-0.11351623187258124
proceedings,-0.11351623187258124
serves,-0.11300596911374522
robbery,-0.11286156242318009
laid,-0.11264609008450913
dare,-0.11249301087158077
pick,-0.11249301087158059
harold,-0.11237865194473343
bus,-0.1115887833014666
unfortunate,-0.11124359965563076
extremely,-0.1103124008056758
marketing,-0.1100629290705066
fashion,-0.1098505962949537
serious,-0.10963496152640152
moore,-0.1091275457851832
plus,-0.10839442000476987
cable,-0.10809068673890124
shake,-0.1078999675845635
fifty,-0.10766841393012375
understand,-0.10749989523358824
bear,-0.10736229339832007
filmmaker,-0.10731546101316113
scale,-0.1072103427908925
teach,-0.10721034279089234
mostly,-0.10703592520730452
kids,-0.10684977848581392
reader,-0.10675886569727233
covered,-0.1065355555751813
wondered,-0.10587513210707292
pot,-0.10501612937798054
context,-0.10434604342032837
diane,-0.10336827649649837
board,-0.10315049477053745
diamond,-0.1027732280075966
fantasies,-0.10257754200649798
formula,-0.10231866201521406
block,-0.10219008529921704
types,-0.10206207899587343
rid,-0.10196008210368984
weve,-0.10196008210368984
laws,-0.1018077625088812
angles,-0.1016184945465383
critique,-0.10105811580929706
kick,-0.10081257159274164
melodramatic,-0.10061766548046353
ought,-0.09996970003463343
skilled,-0.09996970003463343
titular,-0.09996970003463343
never,-0.0997604963088571
replace,-0.09961614163539069
canada,-0.09892237146530619
applaud,-0.09892237146530619
headed,-0.09892237146530619
cream,-0.09892237146530602
martial,-0.09873618122940335
disco,-0.09791384640439031
bow,-0.09791384640439031
convention,-0.09791384640439031
mom,-0.09758592390249213
expectation,-0.0969420073370651
rely,-0.09631351896254782
aka,-0.09623601513267133
pornography,-0.09600488808301165
ball,-0.09466034461114636
frames,-0.09422762264002921
alley,-0.09338418792387604
u,-0.0928376090043288
countless,-0.09178030222128641
elevator,-0.09101717337996007
helpful,-0.09027827705605464
bombs,-0.09027827705605464
annie,-0.09027827705605447
glasses,-0.09027827705605447
characters,-0.09016474209625787
cult,-0.08961674320836606
take,-0.08958908183052575
morally,-0.08956247697146777
ol,-0.08956247697146777
used,-0.08915317787415501
giving,-0.08914363677665813
houses,-0.08797622607951619
served,-0.08780201910703032
pete,-0.0869098537633264
beware,-0.08629476313755671
darkness,-0.08609367664466862
admit,-0.0860114373234315
room,-0.08516433618206135
assumed,-0.08455202681826486
check,-0.08338568386115947
sad,-0.08327991346065855
positively,-0.0829487352575652
logical,-0.08260971632970066
itll,-0.08260971632970066
watched,-0.08169485377857312
local,-0.08129710938640697
canadian,-0.0811863657994509
state,-0.08114329749032659
party,-0.08080336051796067
racism,-0.08031978638965184
st,-0.08019650967689133
saturday,-0.08009849717365113
break,-0.0796310328565458
house,-0.07780182111278268
steve,-0.07747286300038657
direct,-0.07628332567360575
constant,-0.07618344717026784
womans,-0.0759528189160977
ego,-0.07583875835226492
notice,-0.07558511998296014
bed,-0.07528063422410433
writes,-0.0751713846658461
painted,-0.0748482364864484
haunted,-0.07468920048993741
hilariously,-0.07453182129910942
school,-0.0740923842970582
essentially,-0.07350363605446189
hear,-0.0731247921996754
telephone,-0.07248896361252616
sugar,-0.07248896361252616
encountered,-0.07195532386503697
grabbed,-0.07195532386503697
mens,-0.07195532386503697
face,-0.07193664106654521
duke,-0.07169605617795427
likeable,-0.07144163504319931
casino,-0.07144163504319931
installment,-0.07094679880412061
audition,-0.07046979597587413
nelson,-0.07023768350801135
consideration,-0.07000967955006714
paranoid,-0.07000967955006714
explosions,-0.0689276311674686
undercover,-0.06872213368960678
ends,-0.06845345037736952
fog,-0.06832132939729749
needs,-0.06829104644390814
arthouse,-0.06793356026691875
likely,-0.06777120735406783
mates,-0.06719466394301332
partially,-0.06684240047138415
predict,-0.06684240047138415
limit,-0.06650089377292857
weather,-0.06650089377292857
mail,-0.06616965854224864
abrupt,-0.0655362029707594
every,-0.0651799459856448
invisible,-0.06508486711821589
creator,-0.06437414488063466
wolf,-0.0626219341531892
unfair,-0.0626219341531892
wives,-0.0626219341531892
related,-0.0626219341531892
gruesome,-0.06196201417177073
bang,-0.06196201417177073
dress,-0.061348406007325954
k,-0.061348406007325954
pages,-0.06115332858956013
almost,-0.06097348525654428
cars,-0.060416131311951254
took,-0.06017042720144668
suited,-0.05974134409624007
daughter,-0.058716510018708735
illegal,-0.058688446662630525
expect,-0.05826838695930214
absence,-0.05802111928087769
harder,-0.05789510320525143
ships,-0.05789510320525143
runs,-0.05747192797180273
planning,-0.057185639192483616
loses,-0.057129888248958774
stooges,-0.05707462422256315
virgin,-0.05707462422256315
football,-0.056752917221366314
motion,-0.056683645138147304
card,-0.056447229109005605
bigger,-0.05544570526393276
subplots,-0.05544570526393276
silver,-0.055043829153116966
object,-0.05467035454881823
suffered,-0.05459880471663711
dying,-0.053782329669157684
bollywood,-0.053576794550182126
opening,-0.05344474094748213
novels,-0.05335273878938258
serial,-0.05327153568008869
therefore,-0.05306208327965346
heavily,-0.05269509424789813
hitler,-0.05255693374078829
abuse,-0.05216897923293049
trapped,-0.05212815998636478
andor,-0.05212815998636478
come,-0.0520478071477303
soft,-0.051360973028169415
comments,-0.05027243198104237
sequences,-0.04871781121026901
things,-0.04771477980076464
high,-0.04523490105256341
independence,-0.0444745874429299
futuristic,-0.0444745874429299
activity,-0.0444745874429299
involves,-0.0444745874429299
detectives,-0.0444745874429299
info,-0.0444745874429299
roll,-0.0444745874429299
ticket,-0.0444745874429299
dean,-0.0444745874429299
function,-0.0444745874429299
absurdity,-0.0444745874429299
burst,-0.0444745874429299
speeches,-0.0444745874429299
delivery,-0.04447458744292973
fatal,-0.04447458744292973
demented,-0.04447458744292973
eats,-0.04447458744292973
dresses,-0.04447458744292973
bay,-0.04447458744292973
secondary,-0.04447458744292973
sappy,-0.04447458744292973
spirits,-0.04447458744292973
fever,-0.04447458744292973
population,-0.04447458744292973
floating,-0.04447458744292973
wacky,-0.04447458744292973
unit,-0.04447458744292973
crawford,-0.04447458744292973
patience,-0.04447458744292973
ss,-0.04447458744292973
chorus,-0.04447458744292973
remarks,-0.044474587442929564
collect,-0.044474587442929564
salt,-0.044474587442929564
habit,-0.044474587442929564
stores,-0.044474587442929564
broad,-0.044474587442929564
prove,-0.044474587442929564
aboard,-0.044474587442929564
pursued,-0.044474587442929564
concerned,-0.044474587442929564
rebels,-0.044474587442929564
moviegoers,-0.044474587442929564
weight,-0.044474587442929564
sexually,-0.044474587442929564
compared,-0.04159207890980848
camp,-0.041184517508744724
character,-0.03952382749188466
mental,-0.03931288232715075
curious,-0.03829601251380554
choose,-0.038269437916221685
hearing,-0.037588201857689976
track,-0.0371697868196964
danger,-0.037018782523882326
developed,-0.036230593348021214
allowed,-0.03593790548844425
handle,-0.03570437781519763
comedian,-0.03495181332442302
energy,-0.034856584881332676
succeed,-0.03427882033704137
violence,-0.03424784559568139
scared,-0.034169579051191015
water,-0.034169579051191015
toy,-0.0339822136252873
everything,-0.033776254581682874
enjoyment,-0.03333402983772926
pulled,-0.033114725278381774
words,-0.033031054031315295
producer,-0.03260048715463807
suspense,-0.03253497413140427
beats,-0.032196257664492876
relief,-0.03165054708534609
twin,-0.03165054708534609
assassin,-0.03092805560498218
passes,-0.030260728223228842
lips,-0.0299750177478146
long,-0.029715430170515145
practice,-0.029524245976958137
disappeared,-0.02870727158461316
square,-0.028354922079652907
reputation,-0.028354922079652907
thankfully,-0.028172775113829172
naturally,-0.027468162137239557
prepare,-0.027196596011094094
fed,-0.027196596011094094
behind,-0.027032466033517652
blind,-0.026987160714088645
teachers,-0.026552679445667304
abused,-0.026096058128075132
property,-0.026096058128075132
literary,-0.02484578069399711
describing,-0.02484578069399711
rendered,-0.024296705505299443
milk,-0.023716027276132468
teens,-0.023615982545265122
however,-0.02361161089445665
wont,-0.023477506147889585
filling,-0.023412971915099924
net,-0.023412971915099924
christmas,-0.023146078002417917
think,-0.02296130386527482
department,-0.02199057329155057
display,-0.02199057329155057
heard,-0.021942374090567745
mass,-0.021932018791841295
elite,-0.021390974329888544
hapless,-0.021390974329888544
russians,-0.021390974329888544
section,-0.020758518469122068
occasional,-0.02036213132612224
digital,-0.019599918803900333
across,-0.0194092500610221
expedition,-0.019383606480099274
delivering,-0.019163498913742173
theaters,-0.01871149137784789
entirety,-0.01847937890998523
charge,-0.018322299586961004
done,-0.018139143872606265
close,-0.018078852799447945
selected,-0.01800237608173863
steam,-0.01800237608173863
connection,-0.01750753984266031
popping,-0.01750753984266031
action,-0.0174708291110652
acted,-0.017041357319817547
extent,-0.016993851020822688
jaw,-0.01646021127333311
books,-0.01633879784671933
entertained,-0.016323547128780615
ending,-0.016160305848515598
big,-0.015706905368286294
ranger,-0.01561972477074451
lots,-0.015547401979427552
guard,-0.015523213746800437
cross,-0.015328241783413266
mafia,-0.015328241783413266
copies,-0.015328241783413266
method,-0.015328241783413266
post,-0.015209992937735133
alone,-0.015078175475920774
agent,-0.015073671002370712
professor,-0.015030809550447777
good,-0.01491012990079142
flashbacks,-0.01422830057480917
childrens,-0.014100938399410866
contest,-0.012413378210631317
connected,-0.011808398522607521
way,-0.011539337212762533
leave,-0.011402765837280771
schools,-0.011307723507730495
regarding,-0.011115990496498768
sudden,-0.010999882891841372
oneliners,-0.009986211057639199
club,-0.00970916928225309
reaching,-0.009285158980629808
medical,-0.00906925131173093
alcohol,-0.008850677712208453
planet,-0.008850677712208292
split,-0.008850677712208292
fall,-0.008429049374937488
pushed,-0.007637819262558255
member,-0.007480379960728292
amount,-0.007370592780190115
carrying,-0.006999882024266784
maker,-0.006999882024266784
building,-0.006804169476874508
values,-0.0066725547305453315
screens,-0.006506737243909059
without,-0.006343506698097787
resolution,-0.0056553385524015535
roman,-0.005303990162251867
reeves,-0.004946223256292172
spin,-0.004581860319416988
baby,-0.004187291340950852
elaborate,-0.003832602945583556
posters,-0.003251924716416836
fighting,-0.003029869145578147
talents,-0.002654411748302527
seen,-0.002281021805292345
fingers,-0.0018302500344359977
quote,-0.001724939983592504
rises,-0.0014058655510436084
white,-0.0009268717701729403
fly,-0.0008476550426714648
refers,-0.0007532100136116422
aspiring,-0.0007532100136116422
old,-0.0006681027935246215
kicks,0.0002637273223548639
location,0.0005493372430658349
kidnapping,0.000613302085608443
push,0.000613302085608443
cemetery,0.001329102170195072
cure,0.001329102170195072
employed,0.001329102170195072
likes,0.0014262631656784517
black,0.0016653331412771633
time,0.0017255667748747798
drops,0.001819064831005172
addict,0.0020679984941003307
jarring,0.0020679984941003307
topic,0.003143432789810099
sold,0.0034598896207722156
speed,0.003505441458891824
raise,0.0037805811642915004
storm,0.0041055930021321055
exists,0.004435013038016624
involving,0.0046431791217613864
tension,0.004729410557840406
serve,0.0049940888213702034
offered,0.005278447754169717
choosing,0.005278447754170036
r,0.005711169725287013
tool,0.0061514856270382555
occur,0.0061514856270382555
university,0.0070557131971524896
stephen,0.007240449101225586
teacher,0.007648143633202828
item,0.007992832451205752
radical,0.007992832451205752
drivein,0.007992832451205752
bath,0.007992832451206069
answer,0.008288073430623408
iti,0.008377294822805317
stress,0.008636749016632656
hat,0.008636749016632656
woman,0.008898763432866903
unsure,0.008964671518530644
reliable,0.008964671518530644
gear,0.008964671518530644
laughter,0.009213283451058554
mute,0.009296668998050971
guts,0.009565252269959383
rear,0.009973196579446857
protagonist,0.010433753659459807
comes,0.01083139830272358
noticeable,0.0110205251487738
major,0.011051041262296689
infamous,0.011234845143357784
robbins,0.011378647290587686
pulp,0.012108940923437849
cab,0.012108940923437849
area,0.012452480641905777
queen,0.012481297369146268
ms,0.012800217908819647
rides,0.012858587623022022
third,0.013010907217830414
placed,0.013406328637570195
drugs,0.013406328637570195
whos,0.013824053121737196
cartoon,0.014419101610638672
asked,0.014979262767312674
mike,0.015082257237525059
pain,0.015396868534468802
ignore,0.01546795301335241
historically,0.01627944363616652
actor,0.016401880794470282
staff,0.01640765470409279
jobs,0.01692595722121365
broken,0.017164478349456117
introduced,0.01753507483249501
coast,0.01758638068932187
co,0.017809690811413075
bars,0.017809690811413075
preachy,0.018719239044264382
filmed,0.01965574997678595
technical,0.019894231676789987
busy,0.020134493980146655
hands,0.02079576982345481
isolated,0.021413348213527413
virginia,0.021867907385766355
convey,0.02219645220235811
featured,0.02229442476977128
stars,0.022314933036519144
alec,0.02263960841560736
disturbed,0.02263960841560736
angela,0.02263960841560736
feels,0.02263960841560736
whereas,0.02308869636970503
farfetched,0.023696915198649506
racial,0.023912387537320733
ii,0.024034190487360156
core,0.024238162641084443
colin,0.025914740448468233
mechanical,0.025914740448468233
ready,0.026130084137335925
homosexual,0.026608510618552902
player,0.026716460414023063
bird,0.02707867358210415
one,0.027657879304596573
technically,0.027933908085120272
included,0.028094038507715288
behavior,0.028094038507715288
built,0.02817071438883634
frost,0.028281754992384424
falling,0.028691825119042006
appearance,0.02898757449809152
longest,0.02952599400084716
anticipation,0.02952599400084716
air,0.030518901845193284
approached,0.030813539861307457
exotic,0.031076445564247008
limited,0.031341194255810584
griffith,0.03147426579036879
liking,0.03147426579036879
green,0.03157965276882184
earned,0.031876298687184966
contained,0.031876298687184966
distance,0.03214669415998277
right,0.03233744620572387
means,0.032355997790819685
regularly,0.03352792455834351
interview,0.03438083326830988
containing,0.03459698354826918
corey,0.034959880051475045
allen,0.0351848617347207
fascination,0.03569576124105365
newspaper,0.036445407940637935
dr,0.036825514658918694
pop,0.03689296340905979
sam,0.03697522617681237
vein,0.03798757274904337
effect,0.03798757274904337
heros,0.03798757274904337
suspect,0.03854599932496804
religion,0.03878091620642253
corporation,0.03958967734554469
studying,0.040414310143583425
part,0.04049280066567162
round,0.04060691344683802
develop,0.04099475474641972
murders,0.041076856672283564
followed,0.04117043963724866
sheer,0.041255286582954326
fallen,0.041255286582954326
poker,0.041682056306784974
content,0.04198950330653958
stand,0.042046502919656226
montage,0.04211309755316085
consistently,0.04211309755316085
arts,0.04240286323703732
type,0.042641826853917
li,0.04298825380740975
similarly,0.04298825380740975
angels,0.04298825380740975
odd,0.043310896107957964
valley,0.043752595568805494
constantly,0.04406208715872763
grace,0.04488493269571426
gus,0.0451626250417466
abilities,0.04532208290771603
larry,0.04637884300818402
gold,0.04667330061526564
homeless,0.04667330061526564
buy,0.04675508373032909
changing,0.04702376704256659
trick,0.04731788847656079
hopeless,0.04744790199810958
order,0.04764361454550195
mid,0.04788943070573015
spoken,0.04797166132166532
doors,0.04863481694855203
night,0.04958364634210073
doomed,0.05038459889851178
strangely,0.05047381661233298
realize,0.050630352249056994
cat,0.05091575819979026
rates,0.05110307253930153
fifth,0.05110307253930153
letter,0.05174072781637341
tracks,0.05220143196874431
frequent,0.052822613911985276
hopper,0.05313620918349237
goal,0.05337273595521476
perhaps,0.053642189713065114
imagination,0.053827486168874075
occasionally,0.05392911661806468
found,0.05431652997306066
lawrence,0.05592730951490772
policeman,0.05645432140785111
hungry,0.05645432140785111
fan,0.0566473369999363
clive,0.056808748394252054
luckily,0.056808748394252054
notion,0.057063439019132474
problems,0.05728520969967915
crush,0.0574050265762838
joel,0.0574050265762838
back,0.057680596661310375
stiller,0.05788713018674824
trained,0.05809514619761782
nightmares,0.05809514619761782
nicole,0.05809514619761782
teenager,0.05816032476687106
biting,0.05861890552117384
alive,0.05861890552117384
army,0.0587379152173344
beverly,0.05936122354161014
devices,0.05936122354161014
slightly,0.05999467911309955
draw,0.060222791223763394
closed,0.060222791223763394
common,0.060283153770199924
farmer,0.06049497215861282
shocking,0.06049497215861282
references,0.06049497215861282
drunken,0.06049497215861282
train,0.06117045201217838
efforts,0.062025033857748886
powers,0.06204573620811185
place,0.062345196979458097
heston,0.06244061647358215
ton,0.062440616473582455
appeals,0.062440616473582455
knew,0.06291596904489699
jerry,0.06353260217543655
austin,0.06377830320909361
agree,0.06377830320909361
upon,0.06379914462685402
double,0.06427307580909507
terrorist,0.06445978411023463
feature,0.06453603447577576
actress,0.06488279981210363
self,0.0657083303074933
pet,0.0657083303074933
whether,0.06587152187385566
twice,0.0660837877047688
objective,0.06655672494581419
resources,0.06655672494581419
collins,0.0665567249458145
compliment,0.0665567249458145
sexual,0.06699463511487333
rope,0.0674182926279676
wrap,0.0674182926279676
tiny,0.06751484886672744
selfish,0.06763577887860753
greedy,0.06800014181548301
highlight,0.06841946896300367
large,0.06868436997195994
ranch,0.06918219435263734
gather,0.06918219435263734
virtual,0.06948160185415587
miracle,0.06948160185415587
translated,0.07100262997700649
caine,0.07184953052430214
screen,0.07190287467724436
respect,0.07226604632965575
react,0.07233907753982015
craven,0.07288236319522931
suffering,0.07322045522682491
beat,0.07345113711976096
online,0.07370683890538432
soldiers,0.07374326553908316
internet,0.07392011335930071
consistent,0.0745780842008334
gained,0.07482434092941471
mini,0.07510702830974282
behaviour,0.07510702830974282
tape,0.07510702830974282
careers,0.07526465683116607
portray,0.07531992509178458
lost,0.07543487629226675
prefer,0.07548603659798298
tops,0.07581964627478208
caring,0.07620689497953358
la,0.07625758967676051
structure,0.07645019481667698
graham,0.07654081351843638
regardless,0.07666185005870539
israel,0.07683170877920385
costars,0.07683170877920385
cushing,0.07683170877920385
revolves,0.07698892504273754
playing,0.07706768618144887
kathy,0.07751593693568078
returned,0.07786095548112235
struggling,0.07800941908206534
eve,0.0789078280623523
evolution,0.07926078097931509
months,0.07926078097931509
exploring,0.07926078097931509
located,0.07926078097931509
kane,0.07951412983252362
matter,0.07952951767687316
expert,0.080152067070815
fishing,0.08105629464092917
bedroom,0.08105629464092917
wings,0.08105629464092917
little,0.08163309250600875
outside,0.08193679209937939
dawn,0.08197374779800946
tv,0.0821540363510071
estate,0.08228255484300909
spaghetti,0.0826373304604097
mere,0.08328095975544317
emperor,0.08384950953260985
came,0.08420251522650321
duck,0.08425872667927324
selection,0.0848084295020366
racing,0.0848084295020366
animals,0.08519602500185322
flight,0.08529328752739992
pm,0.08558595312144317
ominous,0.08558595312144317
clip,0.08592204981274519
noticed,0.0860569756992958
financial,0.08610952236721446
angeles,0.08622910420166398
messages,0.08622910420166398
passed,0.08645628238351892
discussing,0.08676994583532294
remained,0.08676994583532294
question,0.0871832366899402
heat,0.08731528511261155
strange,0.08737006857313132
petty,0.08762894856441536
inability,0.08762894856441536
counter,0.08797570858072004
sanders,0.08797570858072004
moe,0.08797570858072004
nick,0.08954276052875762
african,0.09001074474409049
market,0.09001074474409049
mel,0.09087726545195635
decides,0.0911805119146366
campaign,0.0911805119146366
quotes,0.09140884063884334
cinematic,0.09172979615538167
typically,0.09194461078366553
trust,0.0920642455048361
recommendation,0.09302893630700507
continued,0.09302893630700507
source,0.09302893630700537
everybody,0.09338432368185083
author,0.09365633142056277
star,0.09396656309968533
nearby,0.09423168338866247
network,0.09435311725438733
include,0.09454437241366766
nemesis,0.09492846922248656
drake,0.09492846922248656
faces,0.09492846922248686
speaks,0.0951314798526519
attracted,0.09525017622368384
lethal,0.09525017622368384
argument,0.09545567370154506
metal,0.09553289130216802
buildings,0.09570307060533068
ellen,0.09638794839691983
walken,0.09707955677108945
hold,0.0971865617806613
drug,0.09721206303197005
code,0.09725352216873064
instinct,0.09754441742949829
hurt,0.09754441742949829
wish,0.09830066583015012
set,0.0985493383786972
negative,0.09882789058961935
coach,0.09888958772824771
showcase,0.0991162661859202
superhero,0.0991162661859202
youll,0.0998592851075229
shootout,0.09991532189224497
gags,0.10043371752875646
difference,0.10053784403389494
began,0.10061856101944708
narration,0.10072332809700596
must,0.10086063859932277
technology,0.1009558520786341
stops,0.10236680088634129
guarantee,0.10236680088634159
ability,0.1030346637364239
hunter,0.10362405154620426
